X;Y;name
598365.447720477;6755438.09273383;G02_LH002
598393.111722517;6755449.6988956;G02_LH003
598420.775724556;6755461.30505738;G02_LH004
598448.439726596;6755472.91121915;G02_LH005
598476.103728636;6755484.51738093;G02_LH006
598503.767730675;6755496.1235427;G02_LH007
598531.431732715;6755507.72970448;G02_LH008
598559.095734754;6755519.33586625;G02_LH009
598614.423738834;6755542.54818981;G02_LH011
598642.087740873;6755554.15435158;G02_LH012
598669.751742913;6755565.76051336;G02_LH013
598697.415744952;6755577.36667513;G02_LH014
598725.079746992;6755588.97283691;G02_LH015
598752.743749032;6755600.57899868;G02_LH016
598780.407751071;6755612.18516046;G02_LH017
598808.071753111;6755623.79132223;G02_LH018
598834.408090952;6755633.39365323;G02_LH019
598834.60289512;6755573.39396947;G02_LH021
598834.700297204;6755543.39412759;G02_LH022
598834.797699288;6755513.39428571;G02_LH023
598834.895101372;6755483.39444383;G02_LH024
598834.992503456;6755453.39460195;G02_LH025
598835.08990554;6755423.39476007;G02_LH026
598835.187307624;6755393.39491819;G02_LH027
598835.284709708;6755363.39507631;G02_LH028
598835.382111792;6755333.39523443;G02_LH029
598835.57691596;6755273.39555066;G02_LH031
598835.674318044;6755243.39570878;G02_LH032
598835.771720128;6755213.3958669;G02_LH033
598835.869122212;6755183.39602502;G02_LH034
598835.966524297;6755153.39618314;G02_LH035
598836.063926381;6755123.39634126;G02_LH036
598836.161328464;6755093.39649938;G02_LH037
598836.258730548;6755063.3966575;G02_LH038
598836.356132632;6755033.39681562;G02_LH039
598836.550936801;6754973.39713186;G02_LH041
598836.648338885;6754943.39728998;G02_LH042
598836.745740969;6754913.3974481;G02_LH043
598836.843143053;6754883.39760622;G02_LH044
598836.940545137;6754853.39776434;G02_LH045
598837.037947221;6754823.39792246;G02_LH046
598837.135349305;6754793.39808058;G02_LH047
598837.232751389;6754763.3982387;G02_LH048
598856.143835789;6754767.74621958;G02_LH049
598906.808340162;6754799.88821698;G02_LH051
598932.140592348;6754815.95921568;G02_LH052
598957.472844534;6754832.03021438;G02_LH053
598982.80509672;6754848.10121308;G02_LH054
599008.137348906;6754864.17221178;G02_LH055
599033.469601092;6754880.24321047;G02_LH056
599058.801853279;6754896.31420917;G02_LH057
599084.134105465;6754912.38520787;G02_LH058
599109.466357651;6754928.45620657;G02_LH059
599160.130862023;6754960.59820397;G02_LH061
599185.46311421;6754976.66920267;G02_LH062
599210.795366396;6754992.74020136;G02_LH063
599236.127618582;6755008.81120006;G02_LH064
599261.459870768;6755024.88219876;G02_LH065
599286.792122954;6755040.95319746;G02_LH066
599312.124375141;6755057.02419616;G02_LH067
599337.456627327;6755073.09519486;G02_LH068
599362.788879513;6755089.16619356;G02_LH069
599317.259962934;6755109.69719821;G02_LH071
599288.831298026;6755119.27900449;G02_LH072
599260.402633119;6755128.86081077;G02_LH073
599231.973968211;6755138.44261705;G02_LH074
599203.545303303;6755148.02442333;G02_LH075
599175.116638395;6755157.6062296;G02_LH076
599146.687973487;6755167.18803588;G02_LH077
599118.259308579;6755176.76984216;G02_LH078
599089.830643671;6755186.35164844;G02_LH079
599032.973313855;6755205.515261;G02_LH081
599004.544648947;6755215.09706727;G02_LH082
598976.115984039;6755224.67887355;G02_LH083
598947.687319131;6755234.26067983;G02_LH084
598919.258654223;6755243.84248611;G02_LH085
598890.829989315;6755253.42429239;G02_LH086
598862.401324407;6755263.00609866;G02_LH087
598833.9726595;6755272.58790494;G02_LH088
598805.543994592;6755282.16971122;G02_LH089
598748.686664776;6755301.33332378;G02_LH091
598720.257999868;6755310.91513006;G02_LH092
598691.82933496;6755320.49693633;G02_LH093
598663.400670052;6755330.07874261;G02_LH094
598634.972005144;6755339.66054889;G02_LH095
598606.543340236;6755349.24235517;G02_LH096
598578.114675328;6755358.82416145;G02_LH097
598549.68601042;6755368.40596772;G02_LH098
598521.257345512;6755377.987774;G02_LH099
598464.400015696;6755397.15138656;G02_LH101
598435.971350788;6755406.73319284;G02_LH102
598407.54268588;6755416.31499912;G02_LH103
598379.114020973;6755425.89680539;G02_LH104
598350.685356065;6755435.47861167;G02_LH105
598337.783718438;6755426.48657205;G02_LH001
598586.759736794;6755530.94202803;G02_LH010
598834.505493036;6755603.39381135;G02_LH020
598835.479513876;6755303.39539255;G02_LH030
598836.453534717;6755003.39697374;G02_LH040
598881.476087975;6754783.81721828;G02_LH050
599134.798609837;6754944.52720527;G02_LH060
599345.688627842;6755100.11539194;G02_LH070
599061.401978763;6755195.93345472;G02_LH080
598777.115329684;6755291.7515175;G02_LH090
598492.828680604;6755387.56958028;G02_LH100
598858.842337544;6755492.82395295;G02_LC002
598829.052689319;6755496.37033964;G02_LC003
598799.263041093;6755499.91672634;G02_LC004
598769.473392867;6755503.46311303;G02_LC005
598740.556048454;6755495.67785947;G02_LC006
598711.660159414;6755487.61389044;G02_LC007
598682.764270374;6755479.5499214;G02_LC008
598653.868381334;6755471.48595237;G02_LC009
598604.992361226;6755437.58738844;G02_LC011
598582.592857003;6755418.35367717;G02_LC012
598574.862977486;6755389.36662898;G02_LC013
598567.13309797;6755360.37958079;G02_LC014
598561.151910168;6755331.33314027;G02_LC015
598566.897220951;6755301.88842251;G02_LC016
598572.642531733;6755272.44370475;G02_LC017
598578.387842516;6755242.99898699;G02_LC018
598585.51596153;6755214.06083104;G02_LC019
598614.78524299;6755161.68422212;G02_LC021
598629.41988372;6755135.49591765;G02_LC022
598646.846355054;6755111.3807223;G02_LC023
598667.684190465;6755089.79867849;G02_LC024
598688.522025876;6755068.21663467;G02_LC025
598709.359861288;6755046.63459085;G02_LC026
598734.217788297;6755030.77780067;G02_LC027
598761.593068032;6755018.50612355;G02_LC028
598788.968347768;6755006.23444643;G02_LC029
598846.654986409;6754990.40605598;G02_LC031
598875.87522722;6754983.61065114;G02_LC032
598905.095468032;6754976.8152463;G02_LC033
598934.13231479;6754976.03020322;G02_LC034
598962.883885298;6754984.59450082;G02_LC035
598991.635455806;6754993.15879842;G02_LC036
599020.387026313;6755001.72309601;G02_LC037
599049.138596821;6755010.28739361;G02_LC038
599067.722126784;6755031.59812539;G02_LC039
599097.201398;6755083.85683346;G02_LC041
599111.941033608;6755109.98618749;G02_LC042
599117.987826889;6755137.79767382;G02_LC043
599114.059675812;6755167.53938912;G02_LC044
599110.131524734;6755197.28110443;G02_LC045
599106.203373657;6755227.02281973;G02_LC046
599102.275222579;6755256.76453503;G02_LC047
599092.041707528;6755283.5166987;G02_LC048
599071.501443678;6755305.38214086;G02_LC049
599030.420915978;6755349.11302519;G02_LC051
599009.814733981;6755370.91383814;G02_LC052
598988.359117909;6755391.88182658;G02_LC053
598966.903501837;6755412.84981501;G02_LC054
598945.447885765;6755433.81780345;G02_LC055
598923.992269693;6755454.78579188;G02_LC056
598902.536653621;6755475.75378031;G02_LC057
598888.63198577;6755489.27756626;G02_LC001
598628.730911267;6755455.93081347;G02_LC010
598600.15060226;6755187.87252658;G02_LC020
598817.434745598;6754997.20146082;G02_LC030
599082.461762392;6755057.72747943;G02_LC040
599050.961179828;6755327.24758302;G02_LC050
599499.981430853;6754308.10662075;G02_UH002
599511.73068654;6754335.71015296;G02_UH003
599523.479942226;6754363.31368518;G02_UH004
599535.229197913;6754390.9172174;G02_UH005
599546.9784536;6754418.52074961;G02_UH006
599558.727709286;6754446.12428183;G02_UH007
599570.476964973;6754473.72781404;G02_UH008
599582.22622066;6754501.33134626;G02_UH009
599605.724732033;6754556.53841069;G02_UH011
599617.47398772;6754584.14194291;G02_UH012
599629.223243406;6754611.74547513;G02_UH013
599640.972499093;6754639.34900734;G02_UH014
599652.72175478;6754666.95253956;G02_UH015
599664.471010466;6754694.55607177;G02_UH016
599676.220266153;6754722.15960399;G02_UH017
599687.96952184;6754749.76313621;G02_UH018
599699.718777526;6754777.36666842;G02_UH019
599729.094300023;6754780.35654181;G02_UH021
599746.685410258;6754756.05524883;G02_UH022
599764.276520494;6754731.75395585;G02_UH023
599781.86763073;6754707.45266286;G02_UH024
599799.458740966;6754683.15136988;G02_UH025
599817.049851202;6754658.85007689;G02_UH026
599834.640961438;6754634.54878391;G02_UH027
599852.232071674;6754610.24749093;G02_UH028
599869.82318191;6754585.94619794;G02_UH029
599905.005402382;6754537.34361198;G02_UH031
599922.596512617;6754513.04231899;G02_UH032
599940.187622853;6754488.74102601;G02_UH033
599957.778733089;6754464.43973303;G02_UH034
599975.369843325;6754440.13844004;G02_UH035
599992.960953561;6754415.83714706;G02_UH036
600010.552063797;6754391.53585408;G02_UH037
600028.143174033;6754367.23456109;G02_UH038
600045.734284269;6754342.93326811;G02_UH039
600080.91650474;6754294.33068214;G02_UH041
600098.507614976;6754270.02938916;G02_UH042
600116.098725212;6754245.72809618;G02_UH043
600133.689835448;6754221.42680319;G02_UH044
600151.280945684;6754197.12551021;G02_UH045
600168.87205592;6754172.82421723;G02_UH046
600186.463166156;6754148.52292424;G02_UH047
600204.054276392;6754124.22163126;G02_UH048
600221.645386627;6754099.92033827;G02_UH049
600256.827607099;6754051.31775231;G02_UH051
600274.418717335;6754027.01645932;G02_UH052
600292.009827571;6754002.71516634;G02_UH053
600309.600937807;6753978.41387336;G02_UH054
600327.192048043;6753954.11258037;G02_UH055
600344.783158279;6753929.81128739;G02_UH056
600362.374268514;6753905.50999441;G02_UH057
600379.96537875;6753881.20870142;G02_UH058
600397.556488986;6753856.90740844;G02_UH059
600432.738709458;6753808.30482247;G02_UH061
600444.263694707;6753833.58595978;G02_UH062
600455.477404433;6753861.4113567;G02_UH063
600466.691114159;6753889.23675363;G02_UH064
600477.904823886;6753917.06215056;G02_UH065
600489.118533612;6753944.88754749;G02_UH066
600500.332243339;6753972.71294441;G02_UH067
600511.545953065;6754000.53834134;G02_UH068
600522.759662792;6754028.36373827;G02_UH069
600545.187082244;6754084.01453212;G02_UH071
600556.400791971;6754111.83992905;G02_UH072
600567.614501697;6754139.66532598;G02_UH073
600578.828211424;6754167.49072291;G02_UH074
600590.04192115;6754195.31611983;G02_UH075
600601.255630877;6754223.14151676;G02_UH076
600612.469340603;6754250.96691369;G02_UH077
600623.683050329;6754278.79231062;G02_UH078
600634.896760056;6754306.61770754;G02_UH079
600657.324179509;6754362.2685014;G02_UH081
600668.537889235;6754390.09389833;G02_UH082
600679.751598961;6754417.91929525;G02_UH083
600690.965308688;6754445.74469218;G02_UH084
600702.179018414;6754473.57008911;G02_UH085
600697.45976172;6754488.53367688;G02_UH086
600667.895178131;6754483.44099613;G02_UH087
600638.330594542;6754478.34831539;G02_UH088
600608.766010952;6754473.25563464;G02_UH089
600549.636843774;6754463.07027314;G02_UH091
600520.072260185;6754457.9775924;G02_UH092
600490.507676596;6754452.88491165;G02_UH093
600460.943093006;6754447.7922309;G02_UH094
600431.378509417;6754442.69955015;G02_UH095
600401.813925828;6754437.60686941;G02_UH096
600372.249342239;6754432.51418866;G02_UH097
600342.68475865;6754427.42150791;G02_UH098
600313.12017506;6754422.32882716;G02_UH099
600253.991007882;6754412.14346567;G02_UH101
600224.426424293;6754407.05078492;G02_UH102
600194.861840704;6754401.95810417;G02_UH103
600165.297257114;6754396.86542342;G02_UH104
600135.732673525;6754391.77274268;G02_UH105
600106.168089936;6754386.68006193;G02_UH106
600076.603506347;6754381.58738118;G02_UH107
600047.038922758;6754376.49470043;G02_UH108
600017.474339168;6754371.40201969;G02_UH109
599958.34517199;6754361.21665819;G02_UH111
599928.780588401;6754356.12397744;G02_UH112
599899.216004812;6754351.0312967;G02_UH113
599869.651421222;6754345.93861595;G02_UH114
599840.086837633;6754340.8459352;G02_UH115
599810.522254044;6754335.75325445;G02_UH116
599780.957670455;6754330.66057371;G02_UH117
599751.393086866;6754325.56789296;G02_UH118
599721.828503276;6754320.47521221;G02_UH119
599662.699336098;6754310.28985071;G02_UH121
599633.134752509;6754305.19716997;G02_UH122
599603.57016892;6754300.10448922;G02_UH123
599574.005585331;6754295.01180847;G02_UH124
599544.441001741;6754289.91912772;G02_UH125
599514.876418152;6754284.82644698;G02_UH126
599488.232175166;6754280.50308853;G02_UH001
599593.975476346;6754528.93487848;G02_UH010
599711.503189787;6754804.6578348;G02_UH020
599887.414292146;6754561.64490496;G02_UH030
600063.325394505;6754318.63197513;G02_UH040
600239.236496863;6754075.61904529;G02_UH050
600415.147599222;6753832.60611546;G02_UH060
600533.973372518;6754056.1891352;G02_UH070
600646.110469782;6754334.44310447;G02_UH080
600579.201427363;6754468.16295389;G02_UH090
600283.555591471;6754417.23614641;G02_UH100
