X;Y;name
-139.0938742735;61.0078039944;G13_Z2C_ZZ08
-139.0959207782;60.9990898351;G13_Z3A_ZZ01
-139.096671753;60.9989764608;G13_Z3A_ZZ02
-139.0959384713;60.9988459369;G13_Z3A_ZZ03
-139.0966756848;60.9988545114;G13_Z3A_ZZ04
-139.0964024243;60.9992127362;G13_Z3A_ZZ05
-139.0962136977;60.9988507005;G13_Z3A_ZZ06
-139.0959188123;60.9992041617;G13_Z3A_ZZ07
-139.0966579917;60.9992136889;G13_Z3A_ZZ08
-139.0846129059;61.002162528;G13_Z3B_ZZ01
-139.0853638807;61.0020491536;G13_Z3B_ZZ02
-139.084630599;61.0019186298;G13_Z3B_ZZ03
-139.0853678125;61.0019272043;G13_Z3B_ZZ04
-139.085094552;61.0022854291;G13_Z3B_ZZ05
-139.0849058254;61.0019233934;G13_Z3B_ZZ06
-139.08461094;61.0022768546;G13_Z3B_ZZ07
-139.0853501194;61.0022863818;G13_Z3B_ZZ08
-139.0913127023;61.0019033041;G13_Z3C_ZZ01
-139.0920636771;61.0017899298;G13_Z3C_ZZ02
-139.0913303954;61.0016594059;G13_Z3C_ZZ03
-139.0920676089;61.0016679805;G13_Z3C_ZZ04
-139.0917943484;61.0020262053;G13_Z3C_ZZ05
-139.0916056218;61.0016641696;G13_Z3C_ZZ06
-139.0913107363;61.0020176308;G13_Z3C_ZZ07
-139.0920499158;61.002027158;G13_Z3C_ZZ08
-139.0886233474;60.9971911722;G13_Z4A_ZZ01
-139.0893743222;60.9970777979;G13_Z4A_ZZ02
-139.0886410405;60.996947274;G13_Z4A_ZZ03
-139.089378254;60.9969558486;G13_Z4A_ZZ04
-139.0891049935;60.9973140733;G13_Z4A_ZZ05
-139.0889162669;60.9969520376;G13_Z4A_ZZ06
-139.0886213815;60.9973054988;G13_Z4A_ZZ07
-139.0893605609;60.997315026;G13_Z4A_ZZ08
-139.0781175634;60.9991889592;G13_Z4B_ZZ01
-139.0788685382;60.9990755849;G13_Z4B_ZZ02
-139.0781352565;60.998945061;G13_Z4B_ZZ03
-139.07887247;60.9989536356;G13_Z4B_ZZ04
-139.0785992095;60.9993118604;G13_Z4B_ZZ05
-139.0784104829;60.9989498247;G13_Z4B_ZZ06
-139.0781155975;60.9993032859;G13_Z4B_ZZ07
-139.0788547769;60.9993128131;G13_Z4B_ZZ08
-139.0782748356;60.9973894305;G13_Z4C_ZZ01
-139.0790258104;60.9972760561;G13_Z4C_ZZ02
-139.0782925287;60.9971455323;G13_Z4C_ZZ03
-139.0790297422;60.9971541068;G13_Z4C_ZZ04
-139.0787564817;60.9975123316;G13_Z4C_ZZ05
-139.0785677551;60.9971502959;G13_Z4C_ZZ06
-139.0782728697;60.9975037571;G13_Z4C_ZZ07
-139.0790120491;60.9975132843;G13_Z4C_ZZ08
-139.0658031489;60.9950632617;G13_Z5A_ZZ01
-139.0665541237;60.9949498874;G13_Z5A_ZZ02
-139.065820842;60.9948193635;G13_Z5A_ZZ03
-139.0665580555;60.994827938;G13_Z5A_ZZ04
-139.0662847951;60.9951861628;G13_Z5A_ZZ05
-139.0660960684;60.9948241271;G13_Z5A_ZZ06
-139.065801183;60.9951775883;G13_Z5A_ZZ07
-139.0665403624;60.9951871155;G13_Z5A_ZZ08
-139.08000483;60.9927296366;G13_Z5B_ZZ01
-139.0807558048;60.9926162622;G13_Z5B_ZZ02
-139.0800225231;60.9924857384;G13_Z5B_ZZ03
-139.0807597366;60.9924943129;G13_Z5B_ZZ04
-139.0804864761;60.9928525377;G13_Z5B_ZZ05
-139.0802977495;60.992490502;G13_Z5B_ZZ06
-139.0800028641;60.9928439632;G13_Z5B_ZZ07
-139.0807420435;60.9928534904;G13_Z5B_ZZ08
-139.0793285594;60.9920051095;G13_Z5C_ZZ01
-139.0800795343;60.9918917352;G13_Z5C_ZZ02
-139.0793462526;60.9917612113;G13_Z5C_ZZ03
-139.0800834661;60.9917697859;G13_Z5C_ZZ04
-139.0798102056;60.9921280106;G13_Z5C_ZZ05
-139.0796214789;60.9917659749;G13_Z5C_ZZ06
-139.0793265935;60.9921194361;G13_Z5C_ZZ07
-139.0800657729;60.9921289633;G13_Z5C_ZZ08
-139.0645606984;60.9910746405;G13_Z6A_ZZ01
-139.0653116732;60.9909612662;G13_Z6A_ZZ02
-139.0645783915;60.9908307423;G13_Z6A_ZZ03
-139.065315605;60.9908393169;G13_Z6A_ZZ04
-139.0650423446;60.9911975416;G13_Z6A_ZZ05
-139.0648536179;60.9908355059;G13_Z6A_ZZ06
-139.0645587325;60.9911889671;G13_Z6A_ZZ07
-139.0652979119;60.9911984943;G13_Z6A_ZZ08
-139.0556885795;60.9910593093;G13_Z6B_ZZ01
-139.056427759;60.9910688365;G13_Z6B_ZZ02
-139.0556905454;60.9909449827;G13_Z6B_ZZ03
-139.0564415203;60.9908316083;G13_Z6B_ZZ04
-139.0557082386;60.9907010845;G13_Z6B_ZZ05
-139.0564454521;60.990709659;G13_Z6B_ZZ06
-139.0561721916;60.9910678838;G13_Z6B_ZZ07
-139.0559834649;60.9907058481;G13_Z6B_ZZ08
-139.0699688967;60.987657513;G13_Z6C_ZZ01
-139.0707080761;60.9876670402;G13_Z6C_ZZ02
-139.0699708626;60.9875431863;G13_Z6C_ZZ03
-139.0707218374;60.987429812;G13_Z6C_ZZ04
-139.0699885557;60.9872992881;G13_Z6C_ZZ05
-139.0707257692;60.9873078627;G13_Z6C_ZZ06
-139.0704525088;60.9876660874;G13_Z6C_ZZ07
-139.0702637821;60.9873040518;G13_Z6C_ZZ08
-139.0570253934;60.9813477193;G13_Z7A_ZZ01
-139.0577645728;60.9813572465;G13_Z7A_ZZ02
-139.0570273593;60.9812333927;G13_Z7A_ZZ03
-139.0577783341;60.9811200184;G13_Z7A_ZZ04
-139.0570450524;60.9809894945;G13_Z7A_ZZ05
-139.0577822659;60.9809980691;G13_Z7A_ZZ06
-139.0575090054;60.9813562938;G13_Z7A_ZZ07
-139.0573202788;60.9809942581;G13_Z7A_ZZ08
-139.0577016639;60.9820877439;G13_Z7B_ZZ01
-139.0584408433;60.9820972711;G13_Z7B_ZZ02
-139.0577036298;60.9819734173;G13_Z7B_ZZ03
-139.0584546046;60.981860043;G13_Z7B_ZZ04
-139.0577213229;60.9817295191;G13_Z7B_ZZ05
-139.0584585364;60.9817380937;G13_Z7B_ZZ06
-139.058185276;60.9820963184;G13_Z7B_ZZ07
-139.0579965493;60.9817342828;G13_Z7B_ZZ08
-139.0641026431;60.9864893764;G13_Z7C_ZZ01
-139.0648418225;60.9864989036;G13_Z7C_ZZ02
-139.064104609;60.9863750498;G13_Z7C_ZZ03
-139.0648555838;60.9862616754;G13_Z7C_ZZ04
-139.0641223021;60.9861311516;G13_Z7C_ZZ05
-139.0648595156;60.9861397261;G13_Z7C_ZZ06
-139.0645862551;60.9864979509;G13_Z7C_ZZ07
-139.0643975285;60.9861359152;G13_Z7C_ZZ08
-139.1857527018;60.9302214255;G02_Z1A_ZZ01
-139.1864918812;60.9302309527;G02_Z1A_ZZ02
-139.1857546677;60.9301070989;G02_Z1A_ZZ03
-139.1865056425;60.9299937246;G02_Z1A_ZZ04
-139.1857723608;60.9298632007;G02_Z1A_ZZ05
-139.1865095743;60.9298717753;G02_Z1A_ZZ06
-139.1862363138;60.93023;G02_Z1A_ZZ07
-139.1860475872;60.9298679644;G02_Z1A_ZZ08
-139.1901563238;60.9306417072;G02_Z1B_ZZ01
-139.1908955032;60.9306512344;G02_Z1B_ZZ02
-139.1901582897;60.9305273805;G02_Z1B_ZZ03
-139.1909092645;60.9304140062;G02_Z1B_ZZ04
-139.1901759828;60.9302834823;G02_Z1B_ZZ05
-139.1909131963;60.9302920569;G02_Z1B_ZZ06
-139.1906399358;60.9306502816;G02_Z1B_ZZ07
-139.1904512092;60.930288246;G02_Z1B_ZZ08
-139.1871996061;60.9309550021;G02_Z1C_ZZ01
-139.1879387855;60.9309645293;G02_Z1C_ZZ02
-139.187201572;60.9308406755;G02_Z1C_ZZ03
-139.1879525469;60.9307273011;G02_Z1C_ZZ04
-139.1872192652;60.9305967773;G02_Z1C_ZZ05
-139.1879564787;60.9306053518;G02_Z1C_ZZ06
-139.1876832182;60.9309635766;G02_Z1C_ZZ07
-139.1874944915;60.9306015409;G02_Z1C_ZZ08
-139.182292713;60.9262246428;G02_Z2A_ZZ01
-139.1830318924;60.92623417;G02_Z2A_ZZ02
-139.1822946789;60.9261103161;G02_Z2A_ZZ03
-139.1830456537;60.9259969418;G02_Z2A_ZZ04
-139.182312372;60.9258664179;G02_Z2A_ZZ05
-139.1830495855;60.9258749925;G02_Z2A_ZZ06
-139.1827763251;60.9262332173;G02_Z2A_ZZ07
-139.1825875984;60.9258711816;G02_Z2A_ZZ08
-139.1816714878;60.9240349848;G02_Z2B_ZZ01
-139.1824106672;60.924044512;G02_Z2B_ZZ02
-139.1816734537;60.9239206581;G02_Z2B_ZZ03
-139.1824244285;60.9238072838;G02_Z2B_ZZ04
-139.1816911468;60.9236767599;G02_Z2B_ZZ05
-139.1824283603;60.9236853345;G02_Z2B_ZZ06
-139.1821550998;60.9240435593;G02_Z2B_ZZ07
-139.1819663732;60.9236815236;G02_Z2B_ZZ08
-139.1801223564;60.9254603656;G02_Z2C_ZZ01
-139.1808615358;60.9254698928;G02_Z2C_ZZ02
-139.1801243223;60.925346039;G02_Z2C_ZZ03
-139.1808752972;60.9252326646;G02_Z2C_ZZ04
-139.1801420155;60.9251021407;G02_Z2C_ZZ05
-139.180879229;60.9251107153;G02_Z2C_ZZ06
-139.1806059685;60.9254689401;G02_Z2C_ZZ07
-139.1804172418;60.9251069044;G02_Z2C_ZZ08
-139.1745529541;60.9197371003;G02_Z3A_ZZ01
-139.1738196724;60.9196065764;G02_Z3A_ZZ02
-139.1745568859;60.919615151;G02_Z3A_ZZ03
-139.1742836254;60.9199733758;G02_Z3A_ZZ04
-139.1740948988;60.9196113401;G02_Z3A_ZZ05
-139.1738000134;60.9199648013;G02_Z3A_ZZ06
-139.1745391928;60.9199743285;G02_Z3A_ZZ07
-139.1738019793;60.9198504746;G02_Z3A_ZZ08
-139.175221361;60.9212008937;G02_Z3B_ZZ01
-139.1744880793;60.9210703698;G02_Z3B_ZZ02
-139.1752252928;60.9210789444;G02_Z3B_ZZ03
-139.1749520324;60.9214371691;G02_Z3B_ZZ04
-139.1747633057;60.9210751334;G02_Z3B_ZZ05
-139.1744684203;60.9214285946;G02_Z3B_ZZ06
-139.1752075997;60.9214381218;G02_Z3B_ZZ07
-139.1744703862;60.921314268;G02_Z3B_ZZ08
-139.1775725806;60.9187013213;G02_Z3C_ZZ01
-139.1768392989;60.9185707974;G02_Z3C_ZZ02
-139.1775765124;60.918579372;G02_Z3C_ZZ03
-139.177303252;60.9189375968;G02_Z3C_ZZ04
-139.1771145253;60.9185755611;G02_Z3C_ZZ05
-139.1768196399;60.9189290223;G02_Z3C_ZZ06
-139.1775588193;60.9189385495;G02_Z3C_ZZ07
-139.1768216058;60.9188146956;G02_Z3C_ZZ08
-139.1711873287;60.9146725465;G02_Z4A_ZZ01
-139.170454047;60.9145420227;G02_Z4A_ZZ02
-139.1711912605;60.9145505972;G02_Z4A_ZZ03
-139.170918;60.914908822;G02_Z4A_ZZ04
-139.1707292734;60.9145467863;G02_Z4A_ZZ05
-139.170434388;60.9149002475;G02_Z4A_ZZ06
-139.1711735674;60.9149097747;G02_Z4A_ZZ07
-139.1704363539;60.9147859209;G02_Z4A_ZZ08
-139.1644894982;60.9148085048;G02_Z4B_ZZ01
-139.1652286776;60.914818032;G02_Z4B_ZZ02
-139.1644914641;60.9146941782;G02_Z4B_ZZ03
-139.1652424389;60.9145808038;G02_Z4B_ZZ04
-139.1645091572;60.9144502799;G02_Z4B_ZZ05
-139.1652463708;60.9144588545;G02_Z4B_ZZ06
-139.1649731103;60.9148170793;G02_Z4B_ZZ07
-139.1647843836;60.9144550436;G02_Z4B_ZZ08
-139.1739415584;60.917828222;G02_Z4C_ZZ01
-139.1746807378;60.9178377492;G02_Z4C_ZZ02
-139.1739435243;60.9177138954;G02_Z4C_ZZ03
-139.1746944991;60.9176005211;G02_Z4C_ZZ04
-139.1739612174;60.9174699972;G02_Z4C_ZZ05
-139.1746984309;60.9174785718;G02_Z4C_ZZ06
-139.1744251704;60.9178367965;G02_Z4C_ZZ07
-139.1742364438;60.9174747608;G02_Z4C_ZZ08
-139.1623466643;60.9097396764;G02_Z5A_ZZ01
-139.1621579376;60.9093776407;G02_Z5A_ZZ02
-139.1618630522;60.9097311019;G02_Z5A_ZZ03
-139.1626022316;60.9097406291;G02_Z5A_ZZ04
-139.1618650181;60.9096167752;G02_Z5A_ZZ05
-139.1626159929;60.9095034009;G02_Z5A_ZZ06
-139.1618827112;60.909372877;G02_Z5A_ZZ07
-139.1626199248;60.9093814516;G02_Z5A_ZZ08
-139.1637935687;60.9104737225;G02_Z5B_ZZ01
-139.163604842;60.9101116868;G02_Z5B_ZZ02
-139.1633099566;60.910465148;G02_Z5B_ZZ03
-139.164049136;60.9104746752;G02_Z5B_ZZ04
-139.1633119225;60.9103508214;G02_Z5B_ZZ05
-139.1640628973;60.910237447;G02_Z5B_ZZ06
-139.1633296156;60.9101069232;G02_Z5B_ZZ07
-139.1640668291;60.9101154977;G02_Z5B_ZZ08
-139.1577071339;60.9136467333;G02_Z5C_ZZ01
-139.1575184073;60.9132846976;G02_Z5C_ZZ02
-139.1572235219;60.9136381588;G02_Z5C_ZZ03
-139.1579627013;60.913647686;G02_Z5C_ZZ04
-139.1572254878;60.9135238322;G02_Z5C_ZZ05
-139.1579764626;60.9134104578;G02_Z5C_ZZ06
-139.1572431809;60.913279934;G02_Z5C_ZZ07
-139.1579803944;60.9132885085;G02_Z5C_ZZ08
-139.1480978016;60.914243074;G02_Z6A_ZZ01
-139.1479090749;60.9138810383;G02_Z6A_ZZ02
-139.1476141895;60.9142344995;G02_Z6A_ZZ03
-139.1483533689;60.9142440267;G02_Z6A_ZZ04
-139.1476161554;60.9141201728;G02_Z6A_ZZ05
-139.1483671302;60.9140067985;G02_Z6A_ZZ06
-139.1476338485;60.9138762746;G02_Z6A_ZZ07
-139.148371062;60.9138848492;G02_Z6A_ZZ08
-139.1453140833;60.9109324746;G02_Z6B_ZZ01
-139.1451253567;60.9105704389;G02_Z6B_ZZ02
-139.1448304713;60.9109239001;G02_Z6B_ZZ03
-139.1455696507;60.9109334273;G02_Z6B_ZZ04
-139.1448324372;60.9108095734;G02_Z6B_ZZ05
-139.145583412;60.9106961991;G02_Z6B_ZZ06
-139.1448501303;60.9105656752;G02_Z6B_ZZ07
-139.1455873438;60.9105742498;G02_Z6B_ZZ08
-139.1460218083;60.9109630591;G02_Z6C_ZZ01
-139.1458330817;60.9106010234;G02_Z6C_ZZ02
-139.1455381962;60.9109544846;G02_Z6C_ZZ03
-139.1462773757;60.9109640118;G02_Z6C_ZZ04
-139.1455401622;60.910840158;G02_Z6C_ZZ05
-139.146291137;60.9107267836;G02_Z6C_ZZ06
-139.1455578553;60.9105962598;G02_Z6C_ZZ07
-139.1462950688;60.9106048343;G02_Z6C_ZZ08
-139.1431122723;60.910565459;G02_Z7A_ZZ01
-139.1429235457;60.9102034233;G02_Z7A_ZZ02
-139.1426286603;60.9105568845;G02_Z7A_ZZ03
-139.1433678397;60.9105664117;G02_Z7A_ZZ04
-139.1426306262;60.9104425579;G02_Z7A_ZZ05
-139.143381601;60.9103291835;G02_Z7A_ZZ06
-139.1426483193;60.9101986597;G02_Z7A_ZZ07
-139.1433855328;60.9102072342;G02_Z7A_ZZ08
-139.1341163016;60.9097140624;G02_Z7B_ZZ01
-139.1338214162;60.9100675236;G02_Z7B_ZZ02
-139.1345605956;60.9100770508;G02_Z7B_ZZ03
-139.1338233821;60.9099531969;G02_Z7B_ZZ04
-139.1345743569;60.9098398226;G02_Z7B_ZZ05
-139.1338410752;60.9097092987;G02_Z7B_ZZ06
-139.1345782887;60.9097178733;G02_Z7B_ZZ07
-139.1343050283;60.9100760981;G02_Z7B_ZZ08
-139.1401870091;60.9062042088;G02_Z7C_ZZ01
-139.1398921237;60.90655767;G02_Z7C_ZZ02
-139.1406313031;60.9065671972;G02_Z7C_ZZ03
-139.1398940896;60.9064433434;G02_Z7C_ZZ04
-139.1406450644;60.9063299691;G02_Z7C_ZZ05
-139.1399117827;60.9061994452;G02_Z7C_ZZ06
-139.1406489963;60.9062080198;G02_Z7C_ZZ07
-139.1403757358;60.9065662445;G02_Z7C_ZZ08
-139.2214534947;60.7835228096;G04_Z1A_ZZ01
-139.2207162812;60.7833989557;G04_Z1A_ZZ02
-139.221467256;60.7832855814;G04_Z1A_ZZ03
-139.2207339743;60.7831550575;G04_Z1A_ZZ04
-139.2214711878;60.7831636321;G04_Z1A_ZZ05
-139.2211979273;60.7835218569;G04_Z1A_ZZ06
-139.2210092007;60.7831598212;G04_Z1A_ZZ07
-139.2207143153;60.7835132824;G04_Z1A_ZZ08
-139.2192831381;60.7830929142;G04_Z1B_ZZ01
-139.2185459246;60.7829690604;G04_Z1B_ZZ02
-139.2192968994;60.7828556861;G04_Z1B_ZZ03
-139.2185636177;60.7827251622;G04_Z1B_ZZ04
-139.2193008312;60.7827337368;G04_Z1B_ZZ05
-139.2190275707;60.7830919615;G04_Z1B_ZZ06
-139.2188388441;60.7827299258;G04_Z1B_ZZ07
-139.2185439587;60.783083387;G04_Z1B_ZZ08
-139.2092334435;60.7819183478;G04_Z1C_ZZ01
-139.20849623;60.781794494;G04_Z1C_ZZ02
-139.2092472048;60.7816811197;G04_Z1C_ZZ03
-139.2085139231;60.7815505958;G04_Z1C_ZZ04
-139.2092511366;60.7815591704;G04_Z1C_ZZ05
-139.2089778762;60.7819173951;G04_Z1C_ZZ06
-139.2087891495;60.7815553595;G04_Z1C_ZZ07
-139.2084942641;60.7819088206;G04_Z1C_ZZ08
-139.2302528751;60.7836226073;G04_Z2A_ZZ01
-139.2295156616;60.7834987535;G04_Z2A_ZZ02
-139.2302666364;60.7833853792;G04_Z2A_ZZ03
-139.2295333547;60.7832548553;G04_Z2A_ZZ04
-139.2302705682;60.7832634299;G04_Z2A_ZZ05
-139.2299973078;60.7836216546;G04_Z2A_ZZ06
-139.2298085811;60.7832596189;G04_Z2A_ZZ07
-139.2295136957;60.7836130801;G04_Z2A_ZZ08
-139.2311119746;60.7814747259;G04_Z2B_ZZ01
-139.2308387141;60.7818329506;G04_Z2B_ZZ02
-139.2306499875;60.7814709149;G04_Z2B_ZZ03
-139.2303551021;60.7818243761;G04_Z2B_ZZ04
-139.2310942815;60.7818339033;G04_Z2B_ZZ05
-139.230357068;60.7817100495;G04_Z2B_ZZ06
-139.2311080428;60.7815966752;G04_Z2B_ZZ07
-139.2303747611;60.7814661513;G04_Z2B_ZZ08
-139.2304278405;60.7807453972;G04_Z2C_ZZ01
-139.23015458;60.781103622;G04_Z2C_ZZ02
-139.2299658533;60.7807415863;G04_Z2C_ZZ03
-139.2296709679;60.7810950475;G04_Z2C_ZZ04
-139.2304101473;60.7811045747;G04_Z2C_ZZ05
-139.2296729338;60.7809807208;G04_Z2C_ZZ06
-139.2304239087;60.7808673465;G04_Z2C_ZZ07
-139.229690627;60.7807368226;G04_Z2C_ZZ08
-139.238094861;60.7873389555;G04_Z3A_ZZ01
-139.2378216005;60.7876971802;G04_Z3A_ZZ02
-139.2376328738;60.7873351446;G04_Z3A_ZZ03
-139.2373379884;60.7876886058;G04_Z3A_ZZ04
-139.2380771678;60.787698133;G04_Z3A_ZZ05
-139.2373399543;60.7875742791;G04_Z3A_ZZ06
-139.2380909292;60.7874609048;G04_Z3A_ZZ07
-139.2373576475;60.7873303809;G04_Z3A_ZZ08
-139.2419165758;60.785228065;G04_Z3B_ZZ01
-139.2416433153;60.7855862897;G04_Z3B_ZZ02
-139.2414545887;60.785224254;G04_Z3B_ZZ03
-139.2411597033;60.7855777152;G04_Z3B_ZZ04
-139.2418988827;60.7855872424;G04_Z3B_ZZ05
-139.2411616692;60.7854633886;G04_Z3B_ZZ06
-139.241912644;60.7853500143;G04_Z3B_ZZ07
-139.2411793623;60.7852194904;G04_Z3B_ZZ08
-139.2372298638;60.7887819463;G04_Z3C_ZZ01
-139.2369566033;60.7891401711;G04_Z3C_ZZ02
-139.2367678767;60.7887781354;G04_Z3C_ZZ03
-139.2364729912;60.7891315966;G04_Z3C_ZZ04
-139.2372121707;60.7891411238;G04_Z3C_ZZ05
-139.2364749571;60.7890172699;G04_Z3C_ZZ06
-139.237225932;60.7889038956;G04_Z3C_ZZ07
-139.2364926503;60.7887733717;G04_Z3C_ZZ08
-139.242356938;60.7906470031;G04_Z4A_ZZ01
-139.2420836775;60.7910052279;G04_Z4A_ZZ02
-139.2418949509;60.7906431922;G04_Z4A_ZZ03
-139.2416000655;60.7909966534;G04_Z4A_ZZ04
-139.2423392449;60.7910061806;G04_Z4A_ZZ05
-139.2416020314;60.7908823268;G04_Z4A_ZZ06
-139.2423530062;60.7907689524;G04_Z4A_ZZ07
-139.2416197245;60.7906384286;G04_Z4A_ZZ08
-139.2425456647;60.7870242441;G04_Z4B_ZZ01
-139.2422724042;60.7873824688;G04_Z4B_ZZ02
-139.2420836775;60.7870204331;G04_Z4B_ZZ03
-139.2417887921;60.7873738943;G04_Z4B_ZZ04
-139.2425279715;60.7873834215;G04_Z4B_ZZ05
-139.241790758;60.7872595677;G04_Z4B_ZZ06
-139.2425417329;60.7871461934;G04_Z4B_ZZ07
-139.2418084512;60.7870156695;G04_Z4B_ZZ08
-139.2467369692;60.7907007316;G04_Z4C_ZZ01
-139.2464637087;60.7910589563;G04_Z4C_ZZ02
-139.2462749821;60.7906969207;G04_Z4C_ZZ03
-139.2459800967;60.7910503818;G04_Z4C_ZZ04
-139.2467192761;60.791059909;G04_Z4C_ZZ05
-139.2459820626;60.7909360552;G04_Z4C_ZZ06
-139.2467330374;60.7908226809;G04_Z4C_ZZ07
-139.2459997557;60.790692157;G04_Z4C_ZZ08
-139.2526346773;60.7904205964;G04_Z5A_ZZ01
-139.2523614168;60.7907788211;G04_Z5A_ZZ02
-139.2521726902;60.7904167854;G04_Z5A_ZZ03
-139.2518778048;60.7907702466;G04_Z5A_ZZ04
-139.2526169842;60.7907797738;G04_Z5A_ZZ05
-139.2518797707;60.79065592;G04_Z5A_ZZ06
-139.2526307455;60.7905425457;G04_Z5A_ZZ07
-139.2518974638;60.7904120218;G04_Z5A_ZZ08
-139.2509361374;60.7943652663;G04_Z5B_ZZ01
-139.2506628769;60.7947234911;G04_Z5B_ZZ02
-139.2504741502;60.7943614554;G04_Z5B_ZZ03
-139.2501792648;60.7947149166;G04_Z5B_ZZ04
-139.2509184442;60.7947244438;G04_Z5B_ZZ05
-139.2501812307;60.7946005899;G04_Z5B_ZZ06
-139.2509322056;60.7944872156;G04_Z5B_ZZ07
-139.2501989239;60.7943566917;G04_Z5B_ZZ08
-139.2450777473;60.794300043;G04_Z5C_ZZ01
-139.2448044869;60.7946582677;G04_Z5C_ZZ02
-139.2446157602;60.794296232;G04_Z5C_ZZ03
-139.2443208748;60.7946496932;G04_Z5C_ZZ04
-139.2450600542;60.7946592204;G04_Z5C_ZZ05
-139.2443228407;60.7945353666;G04_Z5C_ZZ06
-139.2450738155;60.7944219923;G04_Z5C_ZZ07
-139.2443405338;60.7942914684;G04_Z5C_ZZ08
-139.2542329562;60.7969411099;G04_Z6A_ZZ01
-139.2540442295;60.7965790742;G04_Z6A_ZZ02
-139.2537493441;60.7969325354;G04_Z6A_ZZ03
-139.2544885235;60.7969420626;G04_Z6A_ZZ04
-139.25375131;60.7968182088;G04_Z6A_ZZ05
-139.2545022849;60.7967048345;G04_Z6A_ZZ06
-139.2537690031;60.7965743106;G04_Z6A_ZZ07
-139.2545062167;60.7965828852;G04_Z6A_ZZ08
-139.2541228656;60.7991011053;G04_Z6B_ZZ01
-139.253934139;60.7987390696;G04_Z6B_ZZ02
-139.2536392536;60.7990925308;G04_Z6B_ZZ03
-139.254378433;60.799102058;G04_Z6B_ZZ04
-139.2536412195;60.7989782042;G04_Z6B_ZZ05
-139.2543921943;60.7988648299;G04_Z6B_ZZ06
-139.2536589126;60.798734306;G04_Z6B_ZZ07
-139.2543961261;60.7987428806;G04_Z6B_ZZ08
-139.2556012245;60.7987519845;G04_Z6C_ZZ01
-139.2554124978;60.7983899488;G04_Z6C_ZZ02
-139.2551176124;60.79874341;G04_Z6C_ZZ03
-139.2558567918;60.7987529372;G04_Z6C_ZZ04
-139.2551195783;60.7986290834;G04_Z6C_ZZ05
-139.2558705531;60.7985157091;G04_Z6C_ZZ06
-139.2551372714;60.7983851852;G04_Z6C_ZZ07
-139.2558744849;60.7983937598;G04_Z6C_ZZ08
-139.2480442945;60.8022697666;G04_Z7A_ZZ01
-139.2478555678;60.801907731;G04_Z7A_ZZ02
-139.2475606824;60.8022611921;G04_Z7A_ZZ03
-139.2482998619;60.8022707193;G04_Z7A_ZZ04
-139.2475626483;60.8021468655;G04_Z7A_ZZ05
