X;Y;name
597951.38737987;6739807.85077884;G04_LM001
597921.425942994;6739806.33015387;G04_LM002
597891.464506118;6739804.80952889;G04_LM003
597861.503069242;6739803.28890392;G04_LM004
597831.541632365;6739801.76827894;G04_LM005
597801.580195489;6739800.24765397;G04_LM006
597771.618758613;6739798.72702899;G04_LM007
597741.657321737;6739797.20640401;G04_LM008
597711.695884861;6739795.68577904;G04_LM009
597681.734447985;6739794.16515406;G04_LM010
597651.773011109;6739792.64452909;G04_LM011
597621.811574232;6739791.12390411;G04_LM012
597591.850137356;6739789.60327914;G04_LM013
597561.88870048;6739788.08265416;G04_LM014
597531.927263604;6739786.56202918;G04_LM015
597501.965826728;6739785.04140421;G04_LM016
597472.004389852;6739783.52077923;G04_LM017
597442.042952976;6739782.00015426;G04_LM018
597412.0815161;6739780.47952928;G04_LM019
597382.120079223;6739778.95890431;G04_LM020
597352.158642347;6739777.43827933;G04_LM021
597322.197205471;6739775.91765435;G04_LM022
597292.235768595;6739774.39702938;G04_LM023
597262.274331719;6739772.8764044;G04_LM024
597232.312894843;6739771.35577943;G04_LM025
597202.351457967;6739769.83515445;G04_LM026
597172.39002109;6739768.31452948;G04_LM027
597142.428584214;6739766.7939045;G04_LM028
597112.467147338;6739765.27327952;G04_LM029
597082.505710462;6739763.75265455;G04_LM030
597052.544273586;6739762.23202957;G04_LM031
597022.58283671;6739760.7114046;G04_LM032
596992.621399834;6739759.19077962;G04_LM033
596962.659962957;6739757.67015464;G04_LM034
596932.986484879;6739757.63328605;G04_LM035
596905.768911277;6739770.2508804;G04_LM036
596878.551337675;6739782.86847475;G04_LM037
596851.333764073;6739795.4860691;G04_LM038
596824.116190471;6739808.10366346;G04_LM039
596796.898616869;6739820.72125781;G04_LM040
596769.681043267;6739833.33885216;G04_LM041
596742.463469665;6739845.95644651;G04_LM042
596715.245896064;6739858.57404086;G04_LM043
596688.028322462;6739871.19163521;G04_LM044
596660.81074886;6739883.80922957;G04_LM045
596633.593175258;6739896.42682392;G04_LM046
596606.375601656;6739909.04441827;G04_LM047
596579.158028054;6739921.66201262;G04_LM048
596551.940454452;6739934.27960697;G04_LM049
596524.72288085;6739946.89720132;G04_LM050
596497.505307248;6739959.51479568;G04_LM051
596470.287733646;6739972.13239003;G04_LM052
596443.070160044;6739984.74998438;G04_LM053
596415.852586442;6739997.36757873;G04_LM054
596388.635012841;6740009.98517308;G04_LM055
596361.417439239;6740022.60276744;G04_LM056
596334.199865637;6740035.22036179;G04_LM057
596306.982292035;6740047.83795614;G04_LM058
596279.764718433;6740060.45555049;G04_LM059
596252.547144831;6740073.07314484;G04_LM060
596225.329571229;6740085.69073919;G04_LM061
596198.217544043;6740098.52851485;G04_LM062
596171.334770244;6740111.84453801;G04_LM063
596144.451996445;6740125.16056118;G04_LM064
596117.569222646;6740138.47658434;G04_LM065
596090.686448847;6740151.7926075;G04_LM066
596063.803675048;6740165.10863066;G04_LM067
596036.920901249;6740178.42465383;G04_LM068
596010.038127449;6740191.74067699;G04_LM069
595983.15535365;6740205.05670015;G04_LM070
595956.272579851;6740218.37272331;G04_LM071
595929.389806052;6740231.68874648;G04_LM072
595905.220771901;6740249.07518017;G04_LM073
595882.590418304;6740268.7695219;G04_LM074
595859.960064708;6740288.46386363;G04_LM075
595837.329711111;6740308.15820535;G04_LM076
595814.699357514;6740327.85254708;G04_LM077
595792.069003918;6740347.54688881;G04_LM078
595769.438650321;6740367.24123054;G04_LM079
595746.808296725;6740386.93557227;G04_LM080
595729.233190745;6740403.42818936;G04_UM001
595708.610822391;6740425.21621184;G04_UM002
595687.988454038;6740447.00423432;G04_UM003
595667.366085685;6740468.79225679;G04_UM004
595646.743717331;6740490.58027927;G04_UM005
595626.121348978;6740512.36830175;G04_UM006
595605.498980625;6740534.15632423;G04_UM007
595584.876612271;6740555.9443467;G04_UM008
595564.254243918;6740577.73236918;G04_UM009
595543.631875564;6740599.52039166;G04_UM010
595523.009507211;6740621.30841414;G04_UM011
595502.387138858;6740643.09643662;G04_UM012
595481.764770504;6740664.88445909;G04_UM013
595461.142402151;6740686.67248157;G04_UM014
595440.520033798;6740708.46050405;G04_UM015
595419.897665444;6740730.24852653;G04_UM016
595399.275297091;6740752.036549;G04_UM017
595378.652928737;6740773.82457148;G04_UM018
595358.030560384;6740795.61259396;G04_UM019
595337.408192031;6740817.40061644;G04_UM020
595316.785823677;6740839.18863892;G04_UM021
595296.163455324;6740860.97666139;G04_UM022
595275.54108697;6740882.76468387;G04_UM023
595254.918718617;6740904.55270635;G04_UM024
595234.296350264;6740926.34072883;G04_UM025
595213.67398191;6740948.12875131;G04_UM026
595193.051613557;6740969.91677378;G04_UM027
595182.264404326;6740996.93528573;G04_UM028
595175.728357762;6741026.21463161;G04_UM029
595169.192311198;6741055.49397749;G04_UM030
595162.656264634;6741084.77332338;G04_UM031
595156.12021807;6741114.05266926;G04_UM032
595149.584171506;6741143.33201514;G04_UM033
595143.048124942;6741172.61136102;G04_UM034
595136.512078378;6741201.89070691;G04_UM035
595129.976031814;6741231.17005279;G04_UM036
595123.43998525;6741260.44939867;G04_UM037
