X,Y,d100_a110_,
595983.777,6740519.75,-12.48000
595989.623,6740527.82,-12.48000
595995.509,6740535.94,-12.48000
595964.905,6740493.71,-2.26000
595970.775,6740501.81,-2.26000
595976.645,6740509.91,-12.48000
595949.658,6740470.05,-25.75000
595954.813,6740478.6,-25.75000
595959.035,6740485.6,-25.75000
595934.353,6740445.64,-19.98000
595939.747,6740454.06,-19.98000
595944.489,6740461.47,-19.98000
595917.298,6740419.86,-25.01000
595922.887,6740428.17,-16.30000
595928.459,6740436.46,-19.98000
595901.221,6740394.86,-25.01000
595906.545,6740403.33,-25.01000
595911.727,6740411.56,-25.01000
595882.912,6740369.34,-20.78000
595888.956,6740377.28,-20.78000
595895.02,6740385.24,-20.78000
595866.281,6740344.47,-23.03000
595871.573,6740352.94,-24.23000
595876.848,6740361.38,-24.23000
595849.276,6740319.21,-23.03000
595854.994,6740327.41,-23.03000
595860.712,6740335.61,-23.03000
595831.699,6740294.76,-24.23000
595837.584,6740302.82,-24.23000
595843.487,6740310.91,-23.03000
595814.465,6740269.88,-24.23000
595820.071,6740278.19,-24.23000
595825.661,6740286.48,-24.23000
595799.504,6740245.86,-23.03000
595804.611,6740254.44,-23.12000
595808.876,6740261.6,-23.12000
595781.976,6740220.13,-23.03000
595787.832,6740228.21,-23.03000
595793.706,6740236.32,-23.03000
595767.04,6740196.05,-23.03000
595771.984,6740204.76,-23.03000
595776.101,6740212.02,-23.03000
595752.148,6740169.4,-23.03000
595757.01,6740178.16,-23.03000
595761.858,6740186.9,-24.23000
595734.089,6740143.55,-26.57000
595740.201,6740151.47,-23.03000
595746.314,6740159.39,-23.03000
595716.497,6740120.97,-24.23000
595722.66,6740128.84,-26.57000
595727.976,6740135.63,-26.57000
596017.994,6739949.56,-5.71000
596012.508,6739941.15,-7.21000
596007.063,6739932.8,-7.21000
596034.615,6739975.05,-5.71000
596029.152,6739966.67,-5.71000
596023.689,6739958.29,-5.71000
596051.476,6739999.85,-10.31000
596045.777,6739991.64,-10.31000
596040.078,6739983.43,-5.71000
596068.284,6740024.51,-10.31000
596062.696,6740016.24,-10.31000
596057.175,6740008.07,-10.31000
596084.93,6740050.12,-5.87000
596079.541,6740041.67,-10.31000
596074.168,6740033.25,-10.31000
596100.303,6740076.51,-6.32000
596095.436,6740067.77,-6.32000
596090.57,6740059.03,-5.87000
596115.25,6740101.83,-6.32000
596110.064,6740093.3,-6.32000
596105.169,6740085.25,-6.32000
596132.142,6740127.37,-1.43000
596126.462,6740119.12,-1.43000
596120.799,6740110.9,-8.10000
596147.456,6740153.0,-2.86000
596142.594,6740144.23,-1.43000
596137.805,6740135.6,-1.43000
596162.038,6740179.83,-5.71000
596157.301,6740171.02,-2.86000
596152.564,6740162.22,-2.86000
596177.958,6740204.45,-7.13000
596172.188,6740196.3,-7.13000
596166.775,6740188.64,-7.13000
596195.656,6740229.55,-8.53000
596189.886,6740221.36,-7.13000
596184.134,6740213.19,-7.13000
596212.126,6740254.47,-8.53000
596206.726,6740246.03,-8.53000
596201.407,6740237.71,-8.53000
596227.958,6740280.06,-8.53000
596222.757,6740271.51,-8.53000
596217.557,6740262.96,-8.53000
596243.437,6740305.15,-12.05000
596238.158,6740296.65,-8.53000
596233.159,6740288.6,-8.53000
596259.746,6740328.57,-10.76000
596253.798,6740320.53,-10.76000
596248.716,6740313.65,-10.76000
596338.769,6740248.89,-5.87000
596332.328,6740256.62,-5.87000
596325.967,6740264.26,-5.87000
596364.61,6740199.47,-3.84000
596360.386,6740208.53,-5.11000
596356.163,6740217.59,-5.11000
596389.689,6740143.26,-5.71000
596385.628,6740152.44,-2.86000
596381.591,6740161.57,-2.86000
596415.78,6740086.54,-9.93000
596411.574,6740095.61,-9.93000
596407.368,6740104.69,-9.93000
596441.448,6740036.23,-11.18000
596436.827,6740045.11,-8.53000
596432.205,6740053.98,-8.53000
596467.736,6739982.03,-5.87000
596463.418,6739991.06,-8.27000
596459.127,6740000.04,-8.27000
596492.062,6739928.51,-2.86000
596487.959,6739937.63,-2.86000
596483.856,6739946.76,-5.75000
596519.488,6739872.47,0.00000
596515.04,6739881.42,0.00000
596510.592,6739890.36,0.00000
596546.228,6739820.53,-8.53000
596541.624,6739829.41,-2.86000
596537.02,6739838.29,-2.86000
596572.422,6739766.67,-9.87000
596568.114,6739775.64,-9.87000
596563.781,6739784.67,-9.87000
596599.803,6739712.58,-8.98000
596595.244,6739721.5,-8.98000
596590.711,6739730.36,-8.98000
596625.758,6739659.87,3.20000
596621.371,6739668.85,-0.64000
596616.983,6739677.83,-0.64000
596706.063,6739693.32,4.47000
596697.336,6739688.44,4.47000
596688.609,6739683.56,4.47000
596733.236,6739753.15,-2.86000
596730.054,6739743.67,-0.64000
596726.871,6739734.19,-0.64000
596758.343,6739806.12,-1.43000
596753.847,6739797.21,-1.43000
596749.325,6739788.23,-1.43000
596783.157,6739860.61,-2.86000
596779.079,6739851.46,-2.86000
596775.025,6739842.37,-2.86000
596805.082,6739916.18,-3.84000
596801.478,6739906.8,-3.84000
596797.896,6739897.49,-3.20000
596826.839,6739972.26,-3.20000
596823.217,6739962.94,-3.20000
596819.595,6739953.62,-3.20000
596846.891,6740026.1,-0.45000
596843.426,6740016.71,-0.45000
596839.96,6740007.32,-2.56000
596861.111,6740070.99,21.80000
596858.214,6740061.43,4.29000
596855.317,6740051.87,4.29000
596782.289,6740061.01,-8.53000
596792.08,6740063.35,-8.53000
596801.78,6740065.67,-1.43000
596725.17,6740043.76,-7.13000
596734.745,6740046.78,-7.13000
