X;Y;Slope_G4;Aspect_G4;DEM_G4;d100_a110_
596404.248;6739696.39;15.14057;32.77488;2170;-3.2
596394.45;6739698.48;19.562;27.68835;2175;-2.56
596475.147;6739689.78;13.87903;43.97697;2164;-5.11
596465.194;6739690.25;13.87903;43.97697;2164;-5.11
596455.18;6739690.73;13.87903;43.97697;2164;-5.11
596531.848;6739698.77;13.27971;52.52382;2149;-6.32
596522.013;6739696.78;13.27971;52.52382;2149;-6.32
596512.235;6739694.79;13.90076;48.06649;2156;-6.38
596581.897;6739732.33;11.23388;65.85446;2138;-8.98
596573.997;6739726.14;11.23388;65.85446;2138;-8.98
596566.145;6739719.98;11.23388;65.85446;2138;-8.98
596629.351;6739769.2;10.62899;100.56101;2128;-7.21
596621.459;6739763.08;10.62899;100.56101;2128;-7.21
596613.52;6739756.92;10.62899;100.56101;2128;-7.21
596660.642;6739814.09;10.69083;114.44395;2125;-4.97
596655.493;6739805.56;10.69083;114.44395;2125;-4.97
596650.315;6739796.98;10.69083;114.44395;2125;-4.97
596674.698;6739870.87;16.73884;98.97263;2129;-4.52
596672.88;6739861;14.33601;104.88627;2127;-4.07
596671.072;6739851.19;14.33601;104.88627;2127;-4.07
596683.526;6739930.31;8.30657;99.86581;2122;-1.92
596682.127;6739920.42;8.30657;99.86581;2122;-1.92
596680.72;6739910.47;8.30657;99.86581;2122;-1.92
596675.45;6739988.79;13.67088;98.1301;2132;-8.1
596677.366;6739978.96;15.22203;90.65855;2132;-7.21
596679.281;6739969.14;15.22203;90.65855;2132;-7.21
596648.473;6740039.21;14.36452;120.00492;2135;-8.98
596653.722;6740030.71;14.36452;120.00492;2135;-8.98
596658.971;6740022.21;13.67088;98.1301;2132;-8.1
596605.458;6740082;15.08393;132.18445;2153;-12.91
596612.831;6740075.31;15.08393;132.18445;2153;-12.91
596620.248;6740068.57;15.08393;132.18445;2153;-12.91
596554.204;6740110.02;12.55374;159.53772;2165;0
596563.193;6740105.65;9.76495;148.32452;2158;-7.13
596572.183;6740101.29;9.76495;148.32452;2158;-7.13
596503.003;6740139.04;14.11699;136.00508;2170;-7.65
596511.609;6740134.02;14.11699;136.00508;2170;-7.65
596520.265;6740128.96;14.11699;136.00508;2170;-7.65
596449.974;6740147.72;7.99004;122.27565;2185;-5.71
596459.979;6740146.91;12.56195;121.23921;2180;-9.87
596469.931;6740146.09;12.56195;121.23921;2180;-9.87
596388.706;6740147.89;4.76915;102.99461;2191;-2.86
596398.711;6740148.02;4.76915;102.99461;2191;-2.86
596408.717;6740148.15;5.32889;103.57043;2189;-5.71
596330.441;6740150.81;6.87155;126.57303;2195;-5.11
596340.407;6740150.18;6.87155;126.57303;2195;-5.11
596350.432;6740149.55;6.87155;126.57303;2195;-5.11
596287.227;6740122;9.09363;166.50427;2192;0
596294.692;6740128.61;9.09363;166.50427;2192;0
596302.198;6740135.26;9.09363;166.50427;2192;0
596253.915;6740072.8;8.16629;152.87869;2187;-1.43
596259.095;6740081.34;8.16629;152.87869;2187;-1.43
596264.306;6740089.93;8.16629;152.87869;2187;-1.43
595738.282;6740393.04;21.09905;114.90477;2352;-20.38
595730.635;6740399.46;21.09905;114.90477;2352;-20.38
595722.947;6740405.92;21.09905;114.90477;2352;-20.38
595808.584;6740333.99;22.43102;113.65421;2313;-21.8
595800.911;6740340.44;20.70102;110.83337;2327;-19.29
595793.308;6740346.82;20.70102;110.83337;2327;-19.29
595875.097;6740275.46;26.12668;116.07536;2288;-21.57
595867.593;6740282.1;26.12668;116.07536;2288;-21.57
595860.155;6740288.69;26.12668;116.07536;2288;-21.57
595947.717;6740223.27;14.04313;117.52522;2244;-5.11
595939.569;6740228.97;17.25023;106.9755;2246;-3.84
595931.346;6740234.72;17.25023;106.9755;2246;-3.84
596029.41;6740181.77;10.52279;171.32683;2236;-5.71
596020.412;6740186.15;10.52279;171.32683;2236;-5.71
596011.414;6740190.52;2.03841;127.87498;2240;-4.29
596109.737;6740144.32;18.80981;139.4556;2209;-8.1
596100.721;6740148.5;17.80223;143.68636;2222;-8.53
596091.623;6740152.72;17.80223;143.68636;2222;-8.53
596190.28;6740103.4;8.84759;163.73979;2194;-4.29
596181.43;6740107.94;14.44613;168.147;2202;-4.29
596172.499;6740112.53;14.44613;168.147;2202;-4.29
596270.417;6740064.51;5.62934;145.30484;2184;-1.43
596261.426;6740068.84;8.16629;152.87869;2187;-1.43
596252.355;6740073.21;8.16629;152.87869;2187;-1.43
596353.092;6740026.28;8.62286;160.82098;2176;-1.43
596344.057;6740030.43;7.72183;170.75389;2182;-1.43
596334.94;6740034.63;7.72183;170.75389;2182;-1.43
596434.488;6739989.3;8.47169;169.1597;2176;-4.29
596425.361;6739993.44;8.47169;169.1597;2176;-4.29
596416.316;6739997.54;8.47169;169.1597;2176;-4.29
596517.177;6739952.24;6.69666;115.20113;2164;-5.75
596507.992;6739956.35;6.69666;115.20113;2164;-5.75
596498.89;6739960.42;6.69666;115.20113;2164;-5.75
596597.543;6739913.78;9.10467;95.59934;2155;-12.68
596588.545;6739918.12;9.10467;95.59934;2155;-12.68
596579.546;6739922.46;9.10467;95.59934;2155;-12.68
596679.457;6739875.31;16.73884;98.97263;2129;-4.52
596670.353;6739879.57;16.73884;98.97263;2129;-4.52
596661.331;6739883.8;16.73884;98.97263;2129;-4.52
596761.241;6739838.1;2.38871;102.99461;2119;-2.86
596752.145;6739842.22;1.04337;120.96376;2120;-1.43
596743.05;6739846.35;1.04337;120.96376;2120;-1.43
596842.494;6739800.07;4.9601;120.25644;2114;-4.29
596833.393;6739804.35;4.28933;135;2116;-2.86
596824.373;6739808.58;4.28933;135;2116;-2.86
596925.152;6739762.23;9.9076;145.17551;2103;-6.32
596916.04;6739766.39;11.06673;149.34933;2107;-5.71
596907.012;6739770.51;11.06673;149.34933;2107;-5.71
597013.506;6739759.72;5.7588;97.12502;2094;-5.71
597003.5;6739759.52;5.7588;97.12502;2094;-5.71
596993.494;6739759.31;6.87155;126.57303;2098;-5.75
597102.535;6739764.26;12.04675;79.01935;2083;-6.32
597092.556;6739763.71;12.04675;79.01935;2083;-6.32
597082.578;6739763.17;12.04675;79.01935;2083;-6.32
597194.847;6739769.53;7.31078;48.94519;2066;0
597184.867;6739768.96;7.31078;48.94519;2066;0
597174.887;6739768.38;7.31078;48.94519;2066;0
597283.904;6739774.23;10.26772;47.7927;2056;-4.47
597273.919;6739773.71;8.28374;45;2061;-2.56
597263.934;6739773.19;8.28374;45;2061;-2.56
597374.28;6739778.23;11.12904;54.03948;2044;-5.75
597364.242;6739777.8;11.12904;54.03948;2044;-5.75
597354.295;6739777.37;11.27731;50.07961;2050;-5.11
597463.789;6739784.2;10.9221;60.9454;2031;-5.75
597453.754;6739783.5;10.9221;60.9454;2031;-5.75
597443.809;6739782.81;10.9221;60.9454;2031;-5.75
597551.663;6739787.51;9.74414;100.49148;2014;-8.9
597541.713;6739787.18;9.74414;100.49148;2014;-8.9
597531.674;6739786.84;9.74414;100.49148;2014;-8.9
595692.879;6740438.43;22.30956;120.66457;2373;-19.29
595699.806;6740431.22;22.30956;120.66457;2373;-19.29
595706.733;6740424.02;21.17661;114.29096;2366;-19.29
595630.93;6740502.83;23.67176;130.38008;2411;-19.29
595637.878;6740495.6;23.67176;130.38008;2411;-19.29
595644.763;6740488.45;24.67794;132.24751;2397;-19.29
595569.568;6740570.54;22.74652;147.13683;2451;-12.68
595576.294;6740563.06;22.74652;147.13683;2451;-12.68
595582.958;6740555.65;22.74652;147.13683;2451;-12.68
595508.778;6740636.06;8.09287;142.12502;2483;-5.71
595515.551;6740628.78;12.45815;138.43362;2477;-8.53
595522.386;6740621.45;16.01489;145.61966;2471;-9.93
595447.087;6740701.47;0.80052;116.56505;2487;-1.43
595453.944;6740694.21;0.80052;116.56505;2487;-1.43
595460.801;6740686.95;0.80052;116.56505;2487;-1.43
595387.881;6740769.03;3.32363;306.25385;2482;2.86
595394.425;6740761.49;3.32363;306.25385;2482;2.86
595401.027;6740753.89;3.32363;306.25385;2482;2.86
595323.831;6740832.39;3.75845;295.34619;2478;2.86
595331.019;6740825.41;3.43893;297.89728;2479;3.2
595338.143;6740818.49;3.43893;297.89728;2479;3.2
595262.558;6740899.2;9.54743;301.32867;2469;7.13
595269.25;6740891.8;9.54743;301.32867;2469;7.13
595276.003;6740884.33;9.54743;301.32867;2469;7.13
595199.224;6740964.2;14.13093;284.38141;2442;15.38
595206.233;6740957.08;14.10235;286.63095;2453;12.68
595213.241;6740949.95;14.49983;295.01691;2457;11.31
595171.641;6741047.27;11.19507;248.70265;2444;11.31
595174.242;6741037.67;11.19507;248.70265;2444;11.31
595176.866;6741027.99;12.57758;264.36932;2441;14.04
595152.394;6741134.58;9.02473;205.55997;2448;4.29
595154.474;6741124.86;9.02473;205.55997;2448;4.29
595156.573;6741115.06;9.02473;205.55997;2448;4.29
595127.964;6741223.2;7.79082;136.84761;2458;-4.47
595130.674;6741213.64;7.79082;136.84761;2458;-4.47
595133.409;6741203.98;7.79082;136.84761;2458;-4.47
595142.717;6741291.03;16.05782;117.12131;2467;-15.02
595139.843;6741281.47;16.05782;117.12131;2467;-15.02
595136.949;6741271.84;16.05782;117.12131;2467;-15.02
595178.091;6741345.77;22.30583;104.56577;2458;-20.25
595172.259;6741337.66;22.30583;104.56577;2458;-20.25
595166.388;6741329.5;22.30583;104.56577;2458;-20.25
